Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD
viciously,28,27,26,26,0.55,1.4624,0.32,1.4472
viciousness,6,6,6,6,0.12,0.8451,0.07,0.8451
vicissitude,1,1,1,1,0.02,0.301,0.01,0.301
vicissitudes,6,6,5,5,0.12,0.8451,0.07,0.8451
Vicomte,12,2,0,0,0.24,1.1139,0.02,0.4771
victim,2434,1176,2325,1155,47.73,3.3865,14.02,3.0708
victimise,3,3,3,3,0.06,0.6021,0.04,0.6021
victimised,6,6,6,6,0.12,0.8451,0.07,0.8451
victimising,1,1,1,1,0.02,0.301,0.01,0.301
victimization,10,5,10,5,0.2,1.0414,0.06,0.7782
victimize,9,9,9,9,0.18,1,0.11,1
victimized,39,33,37,32,0.76,1.6021,0.39,1.5315
victimizer,1,1,1,1,0.02,0.301,0.01,0.301
victimless,19,14,17,14,0.37,1.301,0.17,1.1761
victims,1196,671,1165,664,23.45,3.0781,8,2.8274
Victor,909,248,75,36,17.82,2.959,2.96,2.3962
Victoria,375,172,23,4,7.35,2.5752,2.05,2.238
Victorian,67,51,3,3,1.31,1.8325,0.61,1.716
Victorians,8,6,0,0,0.16,0.9542,0.07,0.8451
Victorias,2,2,0,0,0.04,0.4771,0.02,0.4771
victories,62,54,61,53,1.22,1.7993,0.64,1.7404
victorious,66,58,62,55,1.29,1.8261,0.69,1.7709
victoriously,1,1,1,1,0.02,0.301,0.01,0.301
victors,8,8,6,6,0.16,0.9542,0.1,0.9542
victory,1094,636,871,577,21.45,3.0394,7.58,2.8041
Victrola,16,11,1,1,0.31,1.2304,0.13,1.0792
victuals,6,4,6,4,0.12,0.8451,0.05,0.699
Victus,2,1,0,0,0.04,0.4771,0.01,0.301
vicuna,3,2,3,2,0.06,0.6021,0.02,0.4771
vide,3,2,2,1,0.06,0.6021,0.02,0.4771
video,2105,1088,1916,1045,41.27,3.3235,12.97,3.037
videocassette,7,6,6,6,0.14,0.9031,0.07,0.8451
videocassettes,3,3,3,3,0.06,0.6021,0.04,0.6021
videoconferencing,1,1,1,1,0.02,0.301,0.01,0.301
videoed,4,4,4,4,0.08,0.699,0.05,0.699
videophone,3,3,3,3,0.06,0.6021,0.04,0.6021
videos,220,175,208,168,4.31,2.3444,2.09,2.2455
videotape,264,163,255,160,5.18,2.4232,1.94,2.2148
videotaped,29,28,29,28,0.57,1.4771,0.33,1.4624
videotapes,49,38,46,37,0.96,1.699,0.45,1.5911
videotaping,24,22,23,22,0.47,1.3979,0.26,1.3617
videtur,1,1,1,1,0.02,0.301,0.01,0.301
Vidicons,1,1,0,0,0.02,0.301,0.01,0.301
vie,110,64,90,57,2.16,2.0453,0.76,1.8129
vied,4,3,2,2,0.08,0.699,0.04,0.6021
Vienna,247,108,1,1,4.84,2.3945,1.29,2.0374
Viennese,28,24,0,0,0.55,1.4624,0.29,1.3979
vier,3,3,2,2,0.06,0.6021,0.04,0.6021
vies,1,1,1,1,0.02,0.301,0.01,0.301
Vietcong,59,21,0,0,1.16,1.7782,0.25,1.3424
Vietminh,5,3,0,0,0.1,0.7782,0.04,0.6021
Vietnam,817,285,9,4,16.02,2.9128,3.4,2.4564
Vietnamese,260,88,3,3,5.1,2.4166,1.05,1.9494
Vietnamization,4,2,0,0,0.08,0.699,0.02,0.4771
view,1965,1412,1904,1376,38.53,3.2936,16.83,3.1501
viewed,53,50,53,50,1.04,1.7324,0.6,1.7076
viewer,78,43,65,41,1.53,1.8976,0.51,1.6435
viewers,143,113,140,110,2.8,2.1584,1.35,2.0569
viewership,4,4,4,4,0.08,0.699,0.05,0.699
viewfinder,4,4,4,4,0.08,0.699,0.05,0.699
viewing,109,92,104,88,2.14,2.0414,1.1,1.9685
viewings,3,3,3,3,0.06,0.6021,0.04,0.6021
viewpoint,50,39,50,39,0.98,1.7076,0.46,1.6021
viewpoints,8,7,8,7,0.16,0.9542,0.08,0.9031
viewport,1,1,1,1,0.02,0.301,0.01,0.301
views,206,180,203,178,4.04,2.316,2.15,2.2577
vigil,44,36,44,36,0.86,1.6532,0.43,1.5682
vigilance,26,25,22,21,0.51,1.4314,0.3,1.415
vigilant,38,38,34,34,0.75,1.5911,0.45,1.5911
vigilante,83,39,65,31,1.63,1.9243,0.46,1.6021
vigilantes,29,18,18,16,0.57,1.4771,0.21,1.2788
vigilantism,1,1,1,1,0.02,0.301,0.01,0.301
vigilantly,2,2,2,2,0.04,0.4771,0.02,0.4771
vigils,4,3,4,3,0.08,0.699,0.04,0.6021
vigneron,6,1,6,1,0.12,0.8451,0.01,0.301
vignettes,2,2,2,2,0.04,0.4771,0.02,0.4771
vigor,21,19,20,18,0.41,1.3424,0.23,1.301
vigorish,2,2,2,2,0.04,0.4771,0.02,0.4771
vigorous,35,31,32,30,0.69,1.5563,0.37,1.5051
vigorously,21,21,20,20,0.41,1.3424,0.25,1.3424
vigour,10,9,10,9,0.2,1.0414,0.11,1
Viking,141,70,4,3,2.76,2.1523,0.83,1.8513
Vikings,59,34,2,2,1.16,1.7782,0.41,1.5441
Vil,43,4,0,0,0.84,1.6435,0.05,0.699
Vila,58,12,28,2,1.14,1.7709,0.14,1.1139
vild,2,1,2,1,0.04,0.4771,0.01,0.301
vile,226,183,204,171,4.43,2.356,2.18,2.2648
vilely,3,2,3,2,0.06,0.6021,0.02,0.4771
vileness,1,1,1,1,0.02,0.301,0.01,0.301
viler,1,1,1,1,0.02,0.301,0.01,0.301
vilest,8,7,8,7,0.16,0.9542,0.08,0.9031
vilified,7,7,7,7,0.14,0.9031,0.08,0.9031
vilify,8,8,8,8,0.16,0.9542,0.1,0.9542
vill,13,7,11,7,0.25,1.1461,0.08,0.9031
villa,224,108,142,81,4.39,2.3522,1.29,2.0374
village,1712,774,1459,636,33.57,3.2338,9.23,2.8893
villager,10,9,10,9,0.2,1.0414,0.11,1
villagers,127,82,122,80,2.49,2.1072,0.98,1.9191
villages,123,91,123,91,2.41,2.0934,1.08,1.9638
villain,212,135,198,134,4.16,2.3284,1.61,2.1335
villainess,1,1,1,1,0.02,0.301,0.01,0.301
villainies,1,1,1,1,0.02,0.301,0.01,0.301
villainize,1,1,1,1,0.02,0.301,0.01,0.301
villainous,16,16,15,15,0.31,1.2304,0.19,1.2304
villainously,1,1,1,1,0.02,0.301,0.01,0.301
villains,86,58,80,54,1.69,1.9395,0.69,1.7709
villainy,15,13,14,12,0.29,1.2041,0.15,1.1461
villanelle,3,1,3,1,0.06,0.6021,0.01,0.301
villas,12,9,11,8,0.24,1.1139,0.11,1
Ville,50,24,24,9,0.98,1.7076,0.29,1.3979
villi,1,1,1,1,0.02,0.301,0.01,0.301
vim,7,5,6,4,0.14,0.9031,0.06,0.7782
Vimana,1,1,0,0,0.02,0.301,0.01,0.301
Vin,156,77,31,25,3.06,2.1959,0.92,1.8921
vina,2,2,1,1,0.04,0.4771,0.02,0.4771
vinaigrette,14,13,13,12,0.27,1.1761,0.15,1.1461
Vincent,946,221,1,1,18.55,2.9763,2.63,2.3464
Vinci,93,48,1,1,1.82,1.9731,0.57,1.6902
vindaloo,8,7,6,5,0.16,0.9542,0.08,0.9031
vindicate,6,6,6,6,0.12,0.8451,0.07,0.8451
vindicated,21,20,19,18,0.41,1.3424,0.24,1.3222
vindicates,1,1,1,1,0.02,0.301,0.01,0.301
vindicating,1,1,1,1,0.02,0.301,0.01,0.301
vindication,22,18,20,16,0.43,1.3617,0.21,1.2788
vindicator,1,1,1,1,0.02,0.301,0.01,0.301
Vindict,1,1,0,0,0.02,0.301,0.01,0.301
vindictive,54,50,51,49,1.06,1.7404,0.6,1.7076
vindictiveness,6,5,6,5,0.12,0.8451,0.06,0.7782
vine,107,80,78,62,2.1,2.0334,0.95,1.9085
vinegar,86,70,77,66,1.69,1.9395,0.83,1.8513
Vinegarroon,1,1,0,0,0.02,0.301,0.01,0.301
vinegars,1,1,1,1,0.02,0.301,0.01,0.301
vinegary,3,3,3,3,0.06,0.6021,0.04,0.6021
Vineland,8,5,0,0,0.16,0.9542,0.06,0.7782
vines,80,52,71,46,1.57,1.9085,0.62,1.7243
vineyard,142,61,75,37,2.78,2.1553,0.73,1.7924
vineyards,30,26,29,25,0.59,1.4914,0.31,1.4314
vingt,6,1,3,1,0.12,0.8451,0.01,0.301
Vining,5,1,0,0,0.1,0.7782,0.01,0.301
Vinny,98,35,1,1,1.92,1.9956,0.42,1.5563
vino,39,27,34,24,0.76,1.6021,0.32,1.4472
vintage,149,132,129,120,2.92,2.1761,1.57,2.1239
vintages,1,1,1,1,0.02,0.301,0.01,0.301
vinum,1,1,1,1,0.02,0.301,0.01,0.301
viny,1,1,1,1,0.02,0.301,0.01,0.301
vinyl,63,51,49,45,1.24,1.8062,0.61,1.716
vinyls,2,1,2,1,0.04,0.4771,0.01,0.301
vinyon,1,1,1,1,0.02,0.301,0.01,0.301
viol,2,1,2,1,0.04,0.4771,0.01,0.301
Viola,151,36,25,17,2.96,2.1818,0.43,1.5682
violaceous,1,1,1,1,0.02,0.301,0.01,0.301
violas,1,1,1,1,0.02,0.301,0.01,0.301
violate,122,113,119,112,2.39,2.0899,1.35,2.0569
violated,233,208,231,206,4.57,2.3692,2.48,2.3201
violates,38,38,38,38,0.75,1.5911,0.45,1.5911
violating,114,106,110,103,2.24,2.0607,1.26,2.0294
violation,385,297,362,289,7.55,2.5866,3.54,2.4742
violations,100,82,97,80,1.96,2.0043,0.98,1.9191
violator,9,8,8,8,0.18,1,0.1,0.9542
violators,10,9,8,8,0.2,1.0414,0.11,1
violence,1173,766,1076,730,23,3.0697,9.13,2.8848
violences,1,1,1,1,0.02,0.301,0.01,0.301
violent,850,679,798,643,16.67,2.9299,8.09,2.8325
violently,95,72,90,67,1.86,1.9823,0.86,1.8633
Violet,410,86,45,40,8.04,2.6138,1.03,1.9395
violets,53,37,40,28,1.04,1.7324,0.44,1.5798
Violette,3,3,0,0,0.06,0.6021,0.04,0.6021
violin,242,122,226,116,4.75,2.3856,1.45,2.0899
violinist,33,23,31,21,0.65,1.5315,0.27,1.3802
violinists,4,4,4,4,0.08,0.699,0.05,0.699
violins,54,47,51,45,1.06,1.7404,0.56,1.6812
violoncello,2,1,2,1,0.04,0.4771,0.01,0.301
Vip,61,3,1,1,1.2,1.7924,0.04,0.6021
Viper,129,68,27,23,2.53,2.1139,0.81,1.8388
Vipers,41,19,19,14,0.8,1.6232,0.23,1.301
viral,45,38,42,35,0.88,1.6628,0.45,1.5911
Vire,5,1,0,0,0.1,0.7782,0.01,0.301
vireo,3,2,3,2,0.06,0.6021,0.02,0.4771
Virge,55,5,0,0,1.08,1.7482,0.06,0.7782
Virgil,337,51,7,1,6.61,2.5289,0.61,1.716
Virgilia,8,1,0,0,0.16,0.9542,0.01,0.301
virgin,961,546,731,419,18.84,2.9832,6.51,2.738
virginal,24,24,23,23,0.47,1.3979,0.29,1.3979
Virginia,718,290,3,1,14.08,2.8567,3.46,2.4639
Virginian,32,5,0,0,0.63,1.5185,0.06,0.7782
Virginians,2,2,0,0,0.04,0.4771,0.02,0.4771
virginities,1,1,1,1,0.02,0.301,0.01,0.301
virginity,199,155,189,151,3.9,2.301,1.85,2.1931
virgins,150,101,128,93,2.94,2.179,1.2,2.0086
Virgo,25,17,0,0,0.49,1.415,0.2,1.2553
Virgos,1,1,0,0,0.02,0.301,0.01,0.301
Viridian,2,1,0,0,0.04,0.4771,0.01,0.301
virile,33,32,30,29,0.65,1.5315,0.38,1.5185
virility,27,19,24,19,0.53,1.4472,0.23,1.301
virologist,1,1,1,1,0.02,0.301,0.01,0.301
virologists,1,1,1,1,0.02,0.301,0.01,0.301
virology,2,2,2,2,0.04,0.4771,0.02,0.4771
virtual,133,89,108,77,2.61,2.1271,1.06,1.9542
virtually,209,193,194,179,4.1,2.3222,2.3,2.2878
virtue,263,206,243,195,5.16,2.4216,2.46,2.316
virtues,81,72,77,68,1.59,1.9138,0.86,1.8633
virtuosity,9,7,7,6,0.18,1,0.08,0.9031
virtuoso,24,17,24,17,0.47,1.3979,0.2,1.2553
virtuosos,1,1,1,1,0.02,0.301,0.01,0.301
virtuous,88,53,83,50,1.73,1.9494,0.63,1.7324
virtuously,1,1,1,1,0.02,0.301,0.01,0.301
virulent,11,11,11,11,0.22,1.0792,0.13,1.0792
virus,964,264,935,261,18.9,2.9845,3.15,2.4232
viruses,59,41,58,41,1.16,1.7782,0.49,1.6232
vis,2,2,1,1,0.04,0.4771,0.02,0.4771
visa,216,137,149,82,4.24,2.3365,1.63,2.1399
visage,10,8,10,8,0.2,1.0414,0.1,0.9542
visas,32,26,28,23,0.63,1.5185,0.31,1.4314
viscera,6,4,5,4,0.12,0.8451,0.05,0.699
visceral,9,9,9,9,0.18,1,0.11,1
Viscid,1,1,0,0,0.02,0.301,0.01,0.301
viscose,2,2,2,2,0.04,0.4771,0.02,0.4771
viscosity,7,7,7,7,0.14,0.9031,0.08,0.9031
Viscount,5,3,0,0,0.1,0.7782,0.04,0.6021
Viscountess,2,1,0,0,0.04,0.4771,0.01,0.301
viscounts,1,1,1,1,0.02,0.301,0.01,0.301
viscous,13,12,10,10,0.25,1.1461,0.14,1.1139
viscus,2,2,2,2,0.04,0.4771,0.02,0.4771
vise,20,14,20,14,0.39,1.3222,0.17,1.1761
viselike,1,1,1,1,0.02,0.301,0.01,0.301
Vishnu,7,4,0,0,0.14,0.9031,0.05,0.699
visibility,61,51,44,41,1.2,1.7924,0.61,1.716
visible,253,211,244,203,4.96,2.4048,2.52,2.3263
visibly,8,7,8,7,0.16,0.9542,0.08,0.9031
Visigoth,3,3,1,1,0.06,0.6021,0.04,0.6021
vision,1218,751,1164,729,23.88,3.086,8.95,2.8762
visionaries,17,16,14,13,0.33,1.2553,0.19,1.2304
visionary,66,58,64,57,1.29,1.8261,0.69,1.7709
visions,420,219,388,207,8.24,2.6243,2.61,2.3424
visit,2993,2091,2950,2069,58.69,3.4763,24.93,3.3206
Visita,18,18,0,0,0.35,1.2788,0.21,1.2788
visitant,1,1,1,1,0.02,0.301,0.01,0.301
visitation,81,59,75,58,1.59,1.9138,0.7,1.7782
visitations,9,8,9,8,0.18,1,0.1,0.9542
visited,350,313,349,313,6.86,2.5453,3.73,2.4969
visiting,787,675,698,611,15.43,2.8965,8.05,2.8299
visitor,446,372,429,363,8.75,2.6503,4.43,2.5717
visitors,506,414,464,386,9.92,2.705,4.94,2.618
visits,233,215,228,212,4.57,2.3692,2.56,2.3345
vison,2,2,2,2,0.04,0.4771,0.02,0.4771
visor,30,24,27,23,0.59,1.4914,0.29,1.3979
visors,9,9,8,8,0.18,1,0.11,1
visory,1,1,1,1,0.02,0.301,0.01,0.301
viss,1,1,1,1,0.02,0.301,0.01,0.301
Vista,142,86,47,39,2.78,2.1553,1.03,1.9395
vistas,11,11,11,11,0.22,1.0792,0.13,1.0792
visto,7,6,7,6,0.14,0.9031,0.07,0.8451
visual,586,412,556,395,11.49,2.7686,4.91,2.616
visualisation,4,1,3,1,0.08,0.699,0.01,0.301
visualise,8,7,6,5,0.16,0.9542,0.08,0.9031
visualised,2,2,2,2,0.04,0.4771,0.02,0.4771
visualises,2,2,2,2,0.04,0.4771,0.02,0.4771
visualization,12,10,11,9,0.24,1.1139,0.12,1.0414
visualizations,1,1,1,1,0.02,0.301,0.01,0.301
visualize,88,67,69,56,1.73,1.9494,0.8,1.8325
visualized,8,8,8,8,0.16,0.9542,0.1,0.9542
visualizing,16,13,14,12,0.31,1.2304,0.15,1.1461
visually,42,39,41,38,0.82,1.6335,0.46,1.6021
visuals,35,29,33,28,0.69,1.5563,0.35,1.4771
Vita,20,16,7,6,0.39,1.3222,0.19,1.2304
vitae,7,5,7,5,0.14,0.9031,0.06,0.7782
vital,396,354,376,340,7.76,2.5988,4.22,2.5502
vitalism,1,1,1,1,0.02,0.301,0.01,0.301
vitalist,1,1,1,1,0.02,0.301,0.01,0.301
vitalists,1,1,1,1,0.02,0.301,0.01,0.301
vitality,34,30,33,29,0.67,1.5441,0.36,1.4914
vitally,22,22,21,21,0.43,1.3617,0.26,1.3617
vitals,184,137,134,111,3.61,2.2672,1.63,2.1399
vitamin,136,101,117,87,2.67,2.1367,1.2,2.0086
vitamine,1,1,1,1,0.02,0.301,0.01,0.301
vitaminized,1,1,1,1,0.02,0.301,0.01,0.301
vitamins,181,137,162,127,3.55,2.2601,1.63,2.1399
Vitas,2,1,0,0,0.04,0.4771,0.01,0.301
Vite,17,8,2,2,0.33,1.2553,0.1,0.9542
vitiate,2,1,2,1,0.04,0.4771,0.01,0.301
vitiated,1,1,1,1,0.02,0.301,0.01,0.301
vitiligo,1,1,1,1,0.02,0.301,0.01,0.301
vitreous,9,9,8,8,0.18,1,0.11,1
vitrification,2,1,1,1,0.04,0.4771,0.01,0.301
vitrify,1,1,1,1,0.02,0.301,0.01,0.301
vitriol,8,7,8,7,0.16,0.9542,0.08,0.9031
vitriolic,4,4,4,4,0.08,0.699,0.05,0.699
vitro,34,18,22,16,0.67,1.5441,0.21,1.2788
Vitrophyre,1,1,0,0,0.02,0.301,0.01,0.301
Vitruvian,2,2,0,0,0.04,0.4771,0.02,0.4771
Vitry,4,2,0,0,0.08,0.699,0.02,0.4771
vittles,29,23,24,22,0.57,1.4771,0.27,1.3802
vituperation,1,1,1,1,0.02,0.301,0.01,0.301
Viva,159,62,36,14,3.12,2.2041,0.74,1.7993
vivace,2,2,1,1,0.04,0.4771,0.02,0.4771
vivacious,13,13,13,13,0.25,1.1461,0.15,1.1461
vivacity,1,1,1,1,0.02,0.301,0.01,0.301
vivant,10,10,6,6,0.2,1.0414,0.12,1.0414
Vivat,3,1,0,0,0.06,0.6021,0.01,0.301
Vive,38,26,5,5,0.75,1.5911,0.31,1.4314
viveur,1,1,1,1,0.02,0.301,0.01,0.301
Vivian,301,66,0,0,5.9,2.48,0.79,1.8261
vivid,104,97,100,94,2.04,2.0212,1.16,1.9912
vividly,26,25,25,24,0.51,1.4314,0.3,1.415
vividness,2,2,2,2,0.04,0.4771,0.02,0.4771
vivification,1,1,1,1,0.02,0.301,0.01,0.301
vivified,1,1,1,1,0.02,0.301,0.01,0.301
vivifying,1,1,1,1,0.02,0.301,0.01,0.301
vivisecting,1,1,1,1,0.02,0.301,0.01,0.301
vivisection,18,11,13,9,0.35,1.2788,0.13,1.0792
vivisectionist,1,1,1,1,0.02,0.301,0.01,0.301
vivo,8,6,7,6,0.16,0.9542,0.07,0.8451
vivre,12,12,10,10,0.24,1.1139,0.14,1.1139
vixen,49,40,37,30,0.96,1.699,0.48,1.6128
vixens,6,6,4,4,0.12,0.8451,0.07,0.8451
Viz,1,1,0,0,0.02,0.301,0.01,0.301
vizard,1,1,1,1,0.02,0.301,0.01,0.301
vizier,13,2,13,2,0.25,1.1461,0.02,0.4771
vizir,2,1,2,1,0.04,0.4771,0.01,0.301
Vl,22,19,0,0,0.43,1.3617,0.23,1.301
Vlach,1,1,0,0,0.02,0.301,0.01,0.301
Vo,30,20,11,5,0.59,1.4914,0.24,1.3222
vobis,1,1,1,1,0.02,0.301,0.01,0.301
voc,48,1,32,1,0.94,1.6902,0.01,0.301
vocab,6,6,5,5,0.12,0.8451,0.07,0.8451
vocabulary,119,106,115,102,2.33,2.0792,1.26,2.0294
vocal,151,114,141,108,2.96,2.1818,1.36,2.0607
vocalise,1,1,1,1,0.02,0.301,0.01,0.301
vocalising,2,2,2,2,0.04,0.4771,0.02,0.4771
vocalist,14,12,11,10,0.27,1.1761,0.14,1.1139
vocalists,2,2,2,2,0.04,0.4771,0.02,0.4771
vocalization,4,4,4,4,0.08,0.699,0.05,0.699
vocalizations,5,4,5,4,0.1,0.7782,0.05,0.699
vocalize,7,3,7,3,0.14,0.9031,0.04,0.6021
vocalizing,11,8,8,5,0.22,1.0792,0.1,0.9542
vocally,3,3,3,3,0.06,0.6021,0.04,0.6021
vocals,35,25,34,24,0.69,1.5563,0.3,1.415
vocat,1,1,1,1,0.02,0.301,0.01,0.301
vocation,42,37,42,37,0.82,1.6335,0.44,1.5798
vocational,15,13,12,10,0.29,1.2041,0.15,1.1461
vocations,1,1,1,1,0.02,0.301,0.01,0.301
voce,7,7,7,7,0.14,0.9031,0.08,0.9031
vociferating,1,1,1,1,0.02,0.301,0.01,0.301
vociferous,1,1,1,1,0.02,0.301,0.01,0.301
vocoder,1,1,1,1,0.02,0.301,0.01,0.301
vodka,515,333,388,275,10.1,2.7126,3.97,2.5237
vodkas,5,5,4,4,0.1,0.7782,0.06,0.7782
Vogue,119,61,24,11,2.33,2.0792,0.73,1.7924
voice,4394,2396,4207,2340,86.16,3.643,28.56,3.3797
voiced,18,18,18,18,0.35,1.2788,0.21,1.2788
voiceless,3,3,2,2,0.06,0.6021,0.04,0.6021
voicemail,52,43,51,42,1.02,1.7243,0.51,1.6435
voiceprint,12,10,11,9,0.24,1.1139,0.12,1.0414
voiceprints,1,1,1,1,0.02,0.301,0.01,0.301
voices,793,515,730,492,15.55,2.8998,6.14,2.7126
voicing,11,11,9,9,0.22,1.0792,0.13,1.0792
void,209,160,200,157,4.1,2.3222,1.91,2.2068
voided,5,5,5,5,0.1,0.7782,0.06,0.7782
voider,1,1,1,1,0.02,0.301,0.01,0.301
voids,5,5,5,5,0.1,0.7782,0.06,0.7782
Voila,129,110,43,36,2.53,2.1139,1.31,2.0453
voile,2,2,1,1,0.04,0.4771,0.02,0.4771
voiture,3,2,3,2,0.06,0.6021,0.02,0.4771
voitures,1,1,1,1,0.02,0.301,0.01,0.301
Voivod,1,1,0,0,0.02,0.301,0.01,0.301
Vol,8,3,0,0,0.16,0.9542,0.04,0.6021
Volant,6,4,0,0,0.12,0.8451,0.05,0.699
Volante,8,1,0,0,0.16,0.9542,0.01,0.301
volatile,59,55,57,53,1.16,1.7782,0.66,1.7482
volatility,4,4,4,4,0.08,0.699,0.05,0.699
volcanic,57,40,49,35,1.12,1.7634,0.48,1.6128
volcanically,1,1,1,1,0.02,0.301,0.01,0.301
volcanism,1,1,1,1,0.02,0.301,0.01,0.301
volcano,170,108,161,101,3.33,2.233,1.29,2.0374
volcanoes,46,28,45,28,0.9,1.6721,0.33,1.4624
volcanos,3,3,3,3,0.06,0.6021,0.04,0.6021
Vole,89,11,8,8,1.75,1.9542,0.13,1.0792
Volente,1,1,0,0,0.02,0.301,0.01,0.301
Volga,15,9,0,0,0.29,1.2041,0.11,1
volition,15,14,15,14,0.29,1.2041,0.17,1.1761
Volkswagen,42,31,1,1,0.82,1.6335,0.37,1.5051
Volkswagens,2,2,0,0,0.04,0.4771,0.02,0.4771
volley,24,22,18,17,0.47,1.3979,0.26,1.3617
volleyball,58,50,56,48,1.14,1.7709,0.6,1.7076
Volleyed,2,1,0,0,0.04,0.4771,0.01,0.301
volleys,9,8,9,8,0.18,1,0.1,0.9542
volt,9,9,7,7,0.18,1,0.11,1
Volta,13,6,1,1,0.25,1.1461,0.07,0.8451
voltage,85,65,77,59,1.67,1.9345,0.77,1.8195
voltages,1,1,1,1,0.02,0.301,0.01,0.301
voltaic,1,1,1,1,0.02,0.301,0.01,0.301
Voltaire,30,12,0,0,0.59,1.4914,0.14,1.1139
voltmeter,1,1,1,1,0.02,0.301,0.01,0.301
volts,64,55,64,55,1.25,1.8129,0.66,1.7482
volubility,1,1,1,1,0.02,0.301,0.01,0.301
voluble,3,3,3,3,0.06,0.6021,0.04,0.6021
volume,354,293,313,267,6.94,2.5502,3.49,2.4683
Volumen,2,2,0,0,0.04,0.4771,0.02,0.4771
volumes,54,49,51,46,1.06,1.7404,0.58,1.699
voluminous,2,2,2,2,0.04,0.4771,0.02,0.4771
voluntarily,100,86,95,82,1.96,2.0043,1.03,1.9395
voluntary,103,89,95,84,2.02,2.017,1.06,1.9542
volunteer,475,359,458,349,9.31,2.6776,4.28,2.5563
volunteered,245,214,242,214,4.8,2.3909,2.55,2.3324
volunteering,98,85,93,80,1.92,1.9956,1.01,1.9345
volunteerism,1,1,1,1,0.02,0.301,0.01,0.301
volunteers,263,221,233,196,5.16,2.4216,2.63,2.3464
voluptuous,38,30,34,29,0.75,1.5911,0.36,1.4914
volution,7,1,7,1,0.14,0.9031,0.01,0.301
volvulus,6,2,6,2,0.12,0.8451,0.02,0.4771
Vomeronasal,1,1,0,0,0.02,0.301,0.01,0.301
vomit,272,222,238,208,5.33,2.4362,2.65,2.3483
vomited,50,41,47,39,0.98,1.7076,0.49,1.6232
vomiter,2,1,2,1,0.04,0.4771,0.01,0.301
vomiting,149,118,135,112,2.92,2.1761,1.41,2.0755
vomitoria,1,1,1,1,0.02,0.301,0.01,0.301
vomitorium,3,3,3,3,0.06,0.6021,0.04,0.6021
vomitous,2,2,2,2,0.04,0.4771,0.02,0.4771
vomits,23,22,22,21,0.45,1.3802,0.26,1.3617
vomitus,4,4,3,3,0.08,0.699,0.05,0.699
von,554,158,321,88,10.86,2.7443,1.88,2.2014
voodoo,243,139,191,120,4.76,2.3874,1.66,2.1461
voodooed,1,1,1,1,0.02,0.301,0.01,0.301
voodooism,2,2,2,2,0.04,0.4771,0.02,0.4771
voracious,17,17,17,17,0.33,1.2553,0.2,1.2553
voraciousness,1,1,1,1,0.02,0.301,0.01,0.301
vorpal,2,2,2,2,0.04,0.4771,0.02,0.4771
vortex,76,48,72,46,1.49,1.8865,0.57,1.6902
vortexes,1,1,1,1,0.02,0.301,0.01,0.301
vortices,9,3,7,3,0.18,1,0.04,0.6021
vote,1751,733,1630,715,34.33,3.2435,8.74,2.8657
voted,354,268,345,262,6.94,2.5502,3.2,2.4298
voter,41,30,40,30,0.8,1.6232,0.36,1.4914
voters,106,76,88,64,2.08,2.0294,0.91,1.8865
votes,400,154,392,151,7.84,2.6031,1.84,2.1903
voting,241,143,229,134,4.73,2.3838,1.7,2.1584
votive,11,11,11,11,0.22,1.0792,0.13,1.0792
vouch,126,110,125,109,2.47,2.1038,1.31,2.0453
vouched,25,20,25,20,0.49,1.415,0.24,1.3222
voucher,46,27,43,26,0.9,1.6721,0.32,1.4472
vouchering,1,1,1,1,0.02,0.301,0.01,0.301
vouchers,28,19,26,18,0.55,1.4624,0.23,1.301
vouches,4,4,4,4,0.08,0.699,0.05,0.699
vouching,5,5,5,5,0.1,0.7782,0.06,0.7782
vouchsafe,5,5,4,4,0.1,0.7782,0.06,0.7782
vouchsafed,2,2,2,2,0.04,0.4771,0.02,0.4771
vouchsafes,1,1,1,1,0.02,0.301,0.01,0.301
vouchsafing,1,1,1,1,0.02,0.301,0.01,0.301
vow,276,200,267,195,5.41,2.4425,2.38,2.3032
vowed,83,79,83,79,1.63,1.9243,0.94,1.9031
vowel,36,24,35,24,0.71,1.5682,0.29,1.3979
vowels,28,21,26,21,0.55,1.4624,0.25,1.3424
vowing,5,5,3,3,0.1,0.7782,0.06,0.7782
vows,331,199,325,196,6.49,2.5211,2.37,2.301
Vox,13,7,5,4,0.25,1.1461,0.08,0.9031
voyage,306,201,298,194,6,2.4871,2.4,2.3054
Voyager,58,15,7,5,1.14,1.7709,0.18,1.2041
voyagers,2,2,2,2,0.04,0.4771,0.02,0.4771
voyages,17,16,17,16,0.33,1.2553,0.19,1.2304
voyaging,2,2,2,2,0.04,0.4771,0.02,0.4771
voyeur,21,15,20,14,0.41,1.3424,0.18,1.2041
voyeurism,10,10,9,9,0.2,1.0414,0.12,1.0414
voyeuristic,6,6,6,6,0.12,0.8451,0.07,0.8451
voyeurs,5,5,5,5,0.1,0.7782,0.06,0.7782
Vp,65,40,0,0,1.27,1.8195,0.48,1.6128
Vr,22,8,0,0,0.43,1.3617,0.1,0.9542
Vroom,42,19,19,13,0.82,1.6335,0.23,1.301
vrouw,1,1,1,1,0.02,0.301,0.01,0.301
vs,206,158,197,151,4.04,2.316,1.88,2.2014
